pclass,survived,sex,age,sibsp,parch,fare,fare_per_person,fare_log,family_size,is_alone,embarked_Q,embarked_S,title_Miss,title_Mr,title_Mrs,title_Rare,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_T,deck_Unknown
1,1,1,1.1704497586482154,0,0,262.375,37.482142857142854,1.7626088538414995,-0.5583460543187373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,-0.5405973943103776,0,1,55.0,27.5,1.2840075964082114,0.07335229062787217,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0.9100730179806034,0,0,26.55,26.55,1.2299754503854137,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0.8728763407423731,0,0,30.5,30.5,1.443520178574078,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1.3936298220775971,0,0,50.4958,50.4958,2.2268909961951295,-0.5583460543187373,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,1.5052198537922878,0,0,39.6,39.6,1.8479944718894534,-0.5583460543187373,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,1.0960564041717549,0,0,27.7208,27.7208,1.2963077330365191,-0.5583460543187373,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,2.2119567213186633,2,0,51.4792,25.7396,1.182389616162702,0.7050506355744817,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,2.2863500757951236,0,0,76.2917,38.14585,1.7898629229774965,-0.5583460543187373,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,0.8728763407423731,0,0,134.5,26.9,1.2500957710473197,-0.5583460543187373,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1.1704497586482154,0,0,26.55,26.55,1.2299754503854137,-0.5583460543187373,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0.9100730179806034,0,0,31.0,15.5,0.41292860766964784,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0.9472696952188336,0,0,26.2875,26.2875,1.2147167475974887,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,1.7655965944599,0,0,27.4458,27.4458,1.280973702740607,-0.5583460543187373,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0.5009095683600703,0,1,512.3292,128.0823,3.6915094161071025,0.07335229062787217,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,2.1375633668422025,0,1,512.3292,128.0823,3.6915094161071025,0.07335229062787217,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0.2777295049306886,0,0,5.0,5.0,-1.1993565378452569,-0.5583460543187373,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,-0.09423726745161422,0,0,47.1,23.55,1.0462256624754656,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,-0.9125641666926804,0,0,47.1,23.55,1.0462256624754656,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,-1.3589242935514438,1,2,120.0,30.0,1.418018903932845,1.3367489805210908,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,-1.1357442301220622,1,2,120.0,30.0,1.418018903932845,1.3367489805210908,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0.5009095683600703,1,2,120.0,30.0,1.418018903932845,1.3367489805210908,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,0.5009095683600703,1,2,120.0,30.0,1.418018903932845,1.3367489805210908,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,1.4680231765540577,0,0,26.0,26.0,1.1978354936481466,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1.1704497586482154,0,0,27.7208,27.7208,1.2963077330365191,-0.5583460543187373,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0.5009095683600703,1,0,78.85,26.28333333333333,1.214473364278271,0.07335229062787217,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,3.4766437474184926,1,0,78.85,26.28333333333333,1.214473364278271,0.07335229062787217,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1.244843113124676,1,0,61.175,30.5875,1.4479412512086827,0.07335229062787217,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,1.3192364676011366,1,0,61.175,30.5875,1.4479412512086827,0.07335229062787217,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,-0.16863062192807476,1,0,53.1,26.55,1.2299754503854137,0.07335229062787217,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,0.2777295049306886,1,0,53.1,26.55,1.2299754503854137,0.07335229062787217,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,0.5009095683600703,0,0,262.375,37.482142857142854,1.7626088538414995,-0.5583460543187373,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0.05454944150130691,0,0,86.5,28.833333333333332,1.3568795190966016,-0.5583460543187373,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,1.1704497586482154,0,0,29.7,29.7,1.402519958492328,-0.5583460543187373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1.1704497586482154,0,1,55.0,27.5,1.2840075964082114,0.07335229062787217,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0.9100730179806034,0,0,61.3792,61.3792,2.5324720453209517,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,-0.16863062192807476,1,0,136.7792,68.3896,2.7022194339225956,0.07335229062787217,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,-0.24302397640453532,1,0,136.7792,68.3896,2.7022194339225956,0.07335229062787217,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,-0.5405973943103776,0,0,151.55,25.258333333333336,1.1534427587033005,-0.5583460543187373,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0.9100730179806034,0,0,52.0,26.0,1.1978354936481466,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1.3192364676011366,0,0,25.5875,25.5875,1.1732979169075615,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,0.724089631789452,1,1,83.1583,27.71943333333333,1.296231891164722,0.7050506355744817,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0.5753029228365308,1,1,83.1583,27.71943333333333,1.296231891164722,0.7050506355744817,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,2.583923493700966,0,2,83.1583,27.71943333333333,1.296231891164722,0.7050506355744817,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,1.914383303412821,2,0,25.7,25.7,1.1800275356157246,0.7050506355744817,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0.9100730179806034,0,0,26.55,26.55,1.2299754503854137,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,3.030283620559729,1,1,71.0,35.5,1.6783256699764015,0.7050506355744817,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0.5009095683600703,0,2,71.0,35.5,1.6783256699764015,0.7050506355744817,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,2.583923493700966,1,1,26.55,26.55,1.2299754503854137,0.7050506355744817,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0.724089631789452,1,0,71.2833,35.64165,1.684498936176558,0.07335229062787217,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,0.6496962773129914,1,0,71.2833,35.64165,1.684498936176558,0.07335229062787217,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,1.6168098855069788,0,0,26.55,26.55,1.2299754503854137,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0,-0.16863062192807476,0,0,30.5,30.5,1.443520178574078,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0.2777295049306886,0,0,151.55,25.258333333333336,1.1534427587033005,-0.5583460543187373,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0.12894279597776748,1,0,52.0,26.0,1.1978354936481466,0.07335229062787217,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,-0.16863062192807476,1,2,52.0,26.0,1.1978354936481466,1.3367489805210908,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,0.12894279597776748,1,0,57.0,28.5,1.3389715142569034,0.07335229062787217,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,-0.9125641666926804,1,0,57.0,28.5,1.3389715142569034,0.07335229062787217,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,1.7655965944599,1,1,81.8583,27.2861,1.2720006262293373,0.7050506355744817,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,-1.8796777748866678,0,2,81.8583,27.2861,1.2720006262293373,0.7050506355744817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1.8399899489363605,1,1,81.8583,27.2861,1.2720006262293373,0.7050506355744817,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1.5424165310305182,1,0,106.425,35.475,1.6772336550910651,0.07335229062787217,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,-0.16863062192807476,1,1,247.5208,82.50693333333334,2.9973786953464567,0.7050506355744817,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1.3936298220775971,1,0,106.425,35.475,1.6772336550910651,0.07335229062787217,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1.3936298220775971,1,0,39.6,39.6,1.8479944718894534,0.07335229062787217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1.4680231765540577,1,0,56.9292,28.4646,1.3370578110098157,0.07335229062787217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0.724089631789452,0,0,29.7,29.7,1.402519958492328,-0.5583460543187373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,-0.466204039833917,0,1,83.1583,27.71943333333333,1.296231891164722,0.07335229062787217,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0.6496962773129914,0,0,227.525,45.505,2.064418801315879,-0.5583460543187373,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1.8399899489363605,1,0,78.2667,39.13335,1.8295695451633864,0.07335229062787217,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0.5009095683600703,0,0,31.6792,31.6792,1.5020941519536002,-0.5583460543187373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.9100730179806034,0,0,221.7792,55.4448,2.3731423376885927,-0.5583460543187373,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1.1704497586482154,0,0,31.6833,31.6833,1.5022941003101062,-0.5583460543187373,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,0.05454944150130691,0,0,110.8833,27.720825,1.2963091203542205,-0.5583460543187373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0.5009095683600703,0,0,26.3875,26.3875,1.2205468251100282,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0.05454944150130691,0,0,27.75,27.75,1.2979272976626715,-0.5583460543187373,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,-0.39181068535745645,3,2,263.0,43.833333333333336,2.006073251903419,2.6001456704143098,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,-0.09423726745161422,3,2,263.0,43.833333333333336,2.006073251903419,2.6001456704143098,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,-0.466204039833917,3,2,263.0,43.833333333333336,2.006073251903419,2.6001456704143098,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,-0.7637774577397592,3,2,263.0,43.833333333333336,2.006073251903419,2.6001456704143098,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,2.583923493700966,1,4,263.0,43.833333333333336,2.006073251903419,2.6001456704143098,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,2.2863500757951236,1,4,263.0,43.833333333333336,2.006073251903419,2.6001456704143098,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0.05454944150130691,0,0,56.9292,28.4646,1.3370578110098157,-0.5583460543187373,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0.9100730179806034,0,0,26.55,26.55,1.2299754503854137,-0.5583460543187373,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,1.5424165310305182,2,0,133.65,66.825,2.665871103988063,0.7050506355744817,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0,1.0216630496952943,1,0,27.7208,27.7208,1.2963077330365191,0.07335229062787217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1.1704497586482154,1,0,133.65,66.825,2.665871103988063,0.07335229062787217,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,-0.5405973943103776,0,2,49.5,49.5,2.195769084294785,0.7050506355744817,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,2.2863500757951236,1,1,79.2,39.6,1.8479944718894534,0.7050506355744817,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1.3936298220775971,1,1,79.2,39.6,1.8479944718894534,0.7050506355744817,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0.9100730179806034,0,0,61.3792,30.6896,1.4530845551335327,-0.5583460543187373,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0.5753029228365308,1,0,53.1,26.55,1.2299754503854137,0.07335229062787217,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,0.4265162138836097,1,0,53.1,26.55,1.2299754503854137,0.07335229062787217,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1.3192364676011366,0,0,38.5,38.5,1.8042170573472793,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,0.4265162138836097,0,0,211.5,42.3,1.9506103177576528,-0.5583460543187373,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,-0.5405973943103776,0,1,59.4,29.7,1.402519958492328,0.07335229062787217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1.1704497586482154,0,1,59.4,29.7,1.402519958492328,0.07335229062787217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,-0.39181068535745645,0,0,79.2,39.6,1.8479944718894534,-0.5583460543187373,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,1.4680231765540577,1,0,89.1042,44.5521,2.031422277789649,0.07335229062787217,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1.1704497586482154,1,0,89.1042,44.5521,2.031422277789649,0.07335229062787217,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,3.10467697503619,0,0,34.6542,34.6542,1.6409586388076525,-0.5583460543187373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,1.7655965944599,0,0,28.5,28.5,1.3389715142569034,-0.5583460543187373,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,-0.7637774577397592,0,0,30.0,30.0,1.418018903932845,-0.5583460543187373,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0.6496962773129914,0,1,153.4625,51.15416666666667,2.2471382974449114,0.07335229062787217,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,2.1375633668422025,0,1,153.4625,51.15416666666667,2.2471382974449114,0.07335229062787217,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,-0.466204039833917,0,1,63.3583,31.67915,1.5020917134041836,0.07335229062787217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1.1704497586482154,0,1,63.3583,31.67915,1.5020917134041836,0.07335229062787217,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,1.244843113124676,0,0,79.2,39.6,1.8479944718894534,-0.5583460543187373,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,-0.3174173308809959,1,0,55.4417,27.72085,1.2963105076707138,0.07335229062787217,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,-0.3174173308809959,1,0,55.4417,27.72085,1.2963105076707138,0.07335229062787217,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,1.3936298220775971,1,0,76.7292,25.576400000000003,1.1726323851420548,0.07335229062787217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1.4680231765540577,1,0,76.7292,25.576400000000003,1.1726323851420548,0.07335229062787217,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0.9100730179806034,0,0,42.4,21.2,0.8858586356084943,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1.1704497586482154,1,0,83.475,41.7375,1.9297700368578234,0.07335229062787217,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,0.4265162138836097,1,0,83.475,41.7375,1.9297700368578234,0.07335229062787217,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0.7984829862659125,0,0,61.3792,61.3792,2.5324720453209517,-0.5583460543187373,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,-0.16863062192807476,0,0,76.7292,25.576400000000003,1.1726323851420548,-0.5583460543187373,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,0.9100730179806034,0,0,30.0,30.0,1.418018903932845,-0.5583460543187373,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,-0.39181068535745645,0,0,83.1583,27.71943333333333,1.296231891164722,-0.5583460543187373,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1.914383303412821,1,1,93.5,23.375,1.0348239075241301,0.7050506355744817,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1.6912032399834394,1,1,93.5,23.375,1.0348239075241301,0.7050506355744817,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0.9472696952188336,0,0,42.5,42.5,1.9579550112292843,-0.5583460543187373,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0.9100730179806034,0,0,51.8625,25.93125,1.1937720420807838,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,1.914383303412821,0,0,50.0,50.0,2.211471631634249,-0.5583460543187373,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,-0.9869575211691409,0,1,57.9792,28.9896,1.3652060149123526,0.07335229062787217,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1.0960564041717549,0,1,57.9792,28.9896,1.3652060149123526,0.07335229062787217,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1.6168098855069788,1,0,77.9583,25.986099999999997,1.1970147727513816,0.07335229062787217,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0.9472696952188336,1,0,52.0,26.0,1.1978354936481466,0.07335229062787217,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0.4265162138836097,1,0,52.0,26.0,1.1978354936481466,0.07335229062787217,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0.4265162138836097,0,0,26.55,26.55,1.2299754503854137,-0.5583460543187373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0.6496962773129914,1,0,90.0,45.0,2.047017043453492,0.07335229062787217,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0.9100730179806034,0,0,30.6958,30.6958,1.45339634722259,-0.5583460543187373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0.4265162138836097,1,0,90.0,45.0,2.047017043453492,0.07335229062787217,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0.6496962773129914,0,0,80.0,40.0,1.8636200447215114,-0.5583460543187373,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1.5424165310305182,0,0,28.7125,28.7125,1.3504110931412792,-0.5583460543187373,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1.4680231765540577,0,0,61.3792,30.6896,1.4530845551335327,-0.5583460543187373,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,1.244843113124676,0,0,26.0,26.0,1.1978354936481466,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1.5424165310305182,0,0,26.0,26.0,1.1978354936481466,-0.5583460543187373,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0.24053282769245832,0,0,211.5,42.3,1.9506103177576528,-0.5583460543187373,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,2.1375633668422025,0,0,29.7,29.7,1.402519958492328,-0.5583460543187373,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0.8728763407423731,1,0,51.8625,25.93125,1.1937720420807838,0.07335229062787217,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1.1704497586482154,1,0,51.8625,25.93125,1.1937720420807838,0.07335229062787217,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0.9472696952188336,1,0,52.5542,26.2771,1.2141091934288955,0.07335229062787217,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1.1704497586482154,1,0,52.5542,26.2771,1.2141091934288955,0.07335229062787217,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
